@relation ThresholdCurve

@attribute Instance_number numeric
@attribute 'True Positives' numeric
@attribute 'False Negatives' numeric
@attribute 'False Positives' numeric
@attribute 'True Negatives' numeric
@attribute 'False Positive Rate' numeric
@attribute 'True Positive Rate' numeric
@attribute Precision numeric
@attribute Recall numeric
@attribute Fallout numeric
@attribute FMeasure numeric
@attribute 'Sample Size' numeric
@attribute Lift numeric
@attribute Threshold numeric

@data
481,59,449,4,406,0.009756,0.116142,0.936508,0.116142,0.063492,0.206655,0.068627,1.692351,0.985287
482,58,450,4,406,0.009756,0.114173,0.935484,0.114173,0.064516,0.203509,0.067538,1.6905,0.985763
483,56,452,2,408,0.004878,0.110236,0.965517,0.110236,0.034483,0.19788,0.063181,1.744773,0.986054
484,55,453,2,408,0.004878,0.108268,0.964912,0.108268,0.035088,0.19469,0.062092,1.74368,0.986373
485,52,456,2,408,0.004878,0.102362,0.962963,0.102362,0.037037,0.185053,0.058824,1.740157,0.98679
486,50,458,2,408,0.004878,0.098425,0.961538,0.098425,0.038462,0.178571,0.056645,1.737583,0.98722
487,47,461,2,408,0.004878,0.09252,0.959184,0.09252,0.040816,0.168761,0.053377,1.733328,0.9873
488,45,463,2,408,0.004878,0.088583,0.957447,0.088583,0.042553,0.162162,0.051198,1.730189,0.987868
489,44,464,2,408,0.004878,0.086614,0.956522,0.086614,0.043478,0.158845,0.050109,1.728518,0.988088
490,40,468,1,409,0.002439,0.07874,0.97561,0.07874,0.02439,0.145719,0.044662,1.763011,0.988227
491,38,470,1,409,0.002439,0.074803,0.974359,0.074803,0.025641,0.13894,0.042484,1.760751,0.989596
492,37,471,1,409,0.002439,0.072835,0.973684,0.072835,0.026316,0.135531,0.041394,1.759532,0.989859
493,36,472,1,409,0.002439,0.070866,0.972973,0.070866,0.027027,0.13211,0.040305,1.758246,0.989887
494,33,475,1,409,0.002439,0.064961,0.970588,0.064961,0.029412,0.121771,0.037037,1.753937,0.989892
495,28,480,1,409,0.002439,0.055118,0.965517,0.055118,0.034483,0.104283,0.03159,1.744773,0.989902
496,26,482,1,409,0.002439,0.051181,0.962963,0.051181,0.037037,0.097196,0.029412,1.740157,0.990322
497,25,483,1,409,0.002439,0.049213,0.961538,0.049213,0.038462,0.093633,0.028322,1.737583,0.990747
498,24,484,1,409,0.002439,0.047244,0.96,0.047244,0.04,0.090056,0.027233,1.734803,0.991102
499,23,485,1,409,0.002439,0.045276,0.958333,0.045276,0.041667,0.086466,0.026144,1.731791,0.991242
500,21,487,1,409,0.002439,0.041339,0.954545,0.041339,0.045455,0.079245,0.023965,1.724946,0.991525
501,20,488,1,409,0.002439,0.03937,0.952381,0.03937,0.047619,0.075614,0.022876,1.721035,0.992264
502,18,490,1,409,0.002439,0.035433,0.947368,0.035433,0.052632,0.068311,0.020697,1.711977,0.992351
503,14,494,1,409,0.002439,0.027559,0.933333,0.027559,0.066667,0.053537,0.01634,1.686614,0.992528
504,13,495,1,409,0.002439,0.025591,0.928571,0.025591,0.071429,0.049808,0.015251,1.678009,0.99301
505,12,496,0,410,0,0.023622,1,0.023622,0,0.046154,0.013072,1.807087,0.99303
506,11,497,0,410,0,0.021654,1,0.021654,0,0.042389,0.011983,1.807087,0.994445
507,10,498,0,410,0,0.019685,1,0.019685,0,0.03861,0.010893,1.807087,0.994635
508,9,499,0,410,0,0.017717,1,0.017717,0,0.034816,0.009804,1.807087,0.994883
509,7,501,0,410,0,0.01378,1,0.01378,0,0.027184,0.007625,1.807087,0.994885
510,5,503,0,410,0,0.009843,1,0.009843,0,0.019493,0.005447,1.807087,0.995399
511,1,507,0,410,0,0.001969,1,0.001969,0,0.003929,0.001089,?,0.995793
512,0,508,0,410,0,0,?,0,?,?,0,?,0.995803
